Part number,Description,No Datasheet Available
74443,"quad tridirectional bus transceiver, inverting three-state outputs",No Datasheet Available
74444,"quad tridirectional bus transceiver, invertin and non-inverting three-state outputs",No Datasheet Available
74445,BCD-to-decimal decoders/drivers,No Datasheet Available
74446,"quad bus transceivers, direction controls",No Datasheet Available
74447,"BCD-to-7-segment decoders/drivers, low voltage version of 74247",No Datasheet Available
74448,"quad tridirectional bus transceiver, inverting and non-inverting open collector outputs",No Datasheet Available
74449,"quad bus transceivers, direction controls, true outputs",No Datasheet Available
74450,"16-to-1 multiplexer, complementary outputs",No Datasheet Available
74451,dual 8-to-1 multiplexer,No Datasheet Available
74452,"dual decade counter, synchronous",No Datasheet Available
74453,"dual binary counter, synchronous",No Datasheet Available
74453,quad 4-to-1 multiplexer,No Datasheet Available
74454,"dual decade up/down counter, synchronous, preset input",No Datasheet Available
74455,"dual binary up/down counter, synchronous, preset input",No Datasheet Available
74456,NBCD (Natural binary coded decimal) adder,No Datasheet Available
74460,bus transfer switch,No Datasheet Available
74461,"8-bit presettable binary counter, three-state outputs",No Datasheet Available
74462,fiber-optic link transmitter,No Datasheet Available
74463,fiber-optic link receiver,No Datasheet Available
74465,"octal buffer, three-state true outputs",No Datasheet Available
74466,"octal buffers, three-state inverting puts",No Datasheet Available
74467,"octal buffers, three-state true outputs",No Datasheet Available
74468,"octal buffers, three-state inverting outputs",No Datasheet Available
74469,"8-bit synchronous up/down counter, parallel load and hold capability",No Datasheet Available
74470,"2048-bit (256x8) PROM, open collector outputs",No Datasheet Available
74471,"2048-bit (256x8) PROM, three-state outputs",No Datasheet Available
74472,"PROM, open collector outputs",No Datasheet Available
74473,"PROM, three-state outputs",No Datasheet Available
74474,"PROM, open collector outputs",No Datasheet Available
74475,"PROM, three-state outputs",No Datasheet Available
74481,4-bit slice cascadable processor elements,No Datasheet Available
74482,4-bit slice expandable control elements,No Datasheet Available
74484,BCD-to-binary converter,No Datasheet Available
74485,binary-to-BCD converter,No Datasheet Available
74490,dual decade counter,No Datasheet Available
74491,"10-bit binary up/down counter, limited preset and three-state outputs",No Datasheet Available
74498,"8-bit bidirectional shift register, parallel inputs and three-state outputs",No Datasheet Available
74508,8-bit multiplier/divider,No Datasheet Available
74518,"8-bit comparator, open collector output, input pull-up resistor",No Datasheet Available
74519,"8-bit comparator, open collector output",No Datasheet Available
74520,"8-bit comparator, inverting totem-pole output, input pull-up resistor",No Datasheet Available
74521,"8-bit comparator, inverting totem-pole output",No Datasheet Available
74522,"8-bit comparator, inverting open-collector output, input pull-up resistor",No Datasheet Available
74524,8-bit registered comparator,No Datasheet Available
74526,"fuse programmable identity comparator, 16-bit",No Datasheet Available
74527,"fuse programmable identity comparator, 8-bit + 4-bit conventional Identity comparator",No Datasheet Available
74528,"fuse programmable Identity comparator, 12-bit",No Datasheet Available
74531,"octal transparent latch, 32 mA three-state outputs",No Datasheet Available
74532,"octal register, 32 mA three-state outputs",No Datasheet Available
74533,"octal transparent latch, inverting three-state outputs",No Datasheet Available
74534,"octal register, inverting three-state outputs",No Datasheet Available
74535,"octal transparent latch, inverting three-state outputs",No Datasheet Available
74536,"octal register, inverting 32 mA three-state outputs",No Datasheet Available
74537,"BCD to decimal decoder, three-state outputs",No Datasheet Available
74538,"1 of 8 decoder, three-state outputs",No Datasheet Available
74539,"dual 1 of 4 decoder, three-state outputs",No Datasheet Available
74540,"inverting octal buffer, three-state outputs",Datasheets_7400/74HC_HCT540.pdf
74541,"non-inverting octal buffer, three-state outputs",Datasheets_7400/74HC_HCT541.pdf
74543,"octal registered transceiver, three-state outputs",No Datasheet Available
74544,"non-inverting octal registered transceiver, three-state outputs",No Datasheet Available
74558,"8-bit by 8-bit multiplier, three-state outputs",No Datasheet Available
74560,"4-bit decade counter, three-state outputs",No Datasheet Available
74561,"4-bit binary counter, three-state outputs",No Datasheet Available
74563,"8-bit D-type transparent latch, inverting three-state outputs",No Datasheet Available
74564,"8-bit D-type edge-triggered register, inverting three-state outputs",Datasheets_7400/cd74hc534.pdf
74568,"decade up/down counter, three-state outputs",No Datasheet Available
74569,"binary up/down counter, three-state outputs",No Datasheet Available
